Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price,net2g,net3g,net4g,year,status,dimensions,weight,build,sim,displaytype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,price,
https://www.gsmarena.com/infinix_zero_5g-11355.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-5g.jpg,Infinix Zero 5G,"Released 2022, March 03","199g, 8.8mm thickness","Android 11, XOS 10","128GB storage, microSDXC","6.78""",1080x2460 pixels,8 GB RAM,5000 mAh Li-Po,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8Âµm, PDAF","19,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 17, 20, 28, 38, 40, 41, 66 - X6815","2022, February 08","Available. Released 2022, March 03",168.7 x 76.5 x 8.8 mm (6.64 x 3.01 x 0.35 in),199 g (7.05 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 120Hz, 500 nits (peak)","6.78 inches, 113.7 cm(~88.1% screen-to-body ratio)",1080 x 2460 pixels (~388 ppi density),"Android 11, XOS 10",Mediatek MT6877 Dimensity 900 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC (dedicated slot),128GB 8GB RAM,UFS 3.1,"Quad-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","16 MP, f/2.0, (wide), 1/2.76"", 1.12Âµm",Dual-LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Cosmic Black, Skylight Orange, Horizon Blue","X6815, X6815B",About 250 EUR,"AnTuTu: 419083 (v8), 487639 (v9)"
https://www.gsmarena.com/infinix_smart_5_pro-11221.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-5pro.jpg,Infinix Smart 5 Pro,"Released 2021, November 17","183g, 9.5mm thickness","Android 11, XOS 7.6","32GB storage, microSDXC","6.52""",720x1600 pixels,2 GB RAM,6000 mAh Li-Po,"13 MP, f/1.8, AF","6,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2021, November 17","Available. Released 2021, November 17",164.4 x 75.6 x 9.5 mm (6.47 x 2.98 x 0.37 in),-,"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 500 nits (peak)","6.52 inches, 102.6 cm(~82.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11 (Go edition), XOS 7.6",Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,Quad-LED flash,1440p@30fps,8 MP,Dual-LED flash,1080p@30fps,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 6000 mAh, non-removable","Morandi Green, Heart of Ocean",About 70 EUR,,
https://www.gsmarena.com/infinix_hot_11_play-11216.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot11-play.jpg,Infinix Hot 11 Play,"Released 2021, November 15","201g, 8.9mm thickness","Android 11, XOS 7.6","64GB/128GB storage, microSDXC","6.82""",720x1640 pixels,4 GB RAM,6000 mAh Li-Po,"13 MP, f/1.8, (wide), 1/3.1"", 1.12Âµm, AF","9,990",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2021, November 15","Available. Released 2021, November 15",171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in),-,"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 440 nits (typ)","6.82 inches, 110.5 cm(~82.4% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 11, XOS 7.6",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"Quad-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable","Green, Gold, Blue, Black",About 120 EUR,,
https://www.gsmarena.com/infinix_note_11i-11214.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-11i.jpg,Infinix Note 11i,"Released 2021, November 15","184g, 8.8mm thickness","Android 11, XOS 7.6","64GB storage, microSDXC","6.95""",1080x2460 pixels,4 GB RAM,5000 mAh Li-Po,"48 MP, f/1.8, PDAF","11,900",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 8, 20, 28","2021, November 15","Available. Released 2021, November 15",173.2 x 78.7 x 8.8 mm (6.82 x 3.10 x 0.35 in),-,"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"6.95 inches, 114.7 cm(~84.2% screen-to-body ratio)",1080 x 2460 pixels (~387 ppi density),"Android 11, XOS 7.6",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),64GB 4GB RAM,eMMC 5.1,"Quad-LED flash, HDR, panorama","1440p@30fps, 1080p@30fps",16 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Blue, Green",About 140 EUR,,,
https://www.gsmarena.com/infinix_note_11s-11202.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-11s.jpg,Infinix Note 11s,"Released 2021, November 08","184g, 8.7mm thickness","Android 11, XOS 10","64GB/128GB storage, microSDXC","6.95""",1080x2460 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), PDAF","12,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2021, November 08","Available. Released 2021, November 08",173.1 x 78.4 x 8.7 mm (6.81 x 3.09 x 0.34 in),-,"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 120Hz","6.95 inches, 114.7 cm(~84.5% screen-to-body ratio)",1080 x 2460 pixels (~387 ppi density),"Android 11, XOS 10",Mediatek Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Haze Green, Mithril Gray, Symphony Cyan",X698,About 180 EUR,,
https://www.gsmarena.com/infinix_note_11-11201.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note11.jpg,Infinix Note 11,"Released 2021, December 08","184g, 7.9mm thickness","Android 11, XOS 10","64GB/128GB storage, microSDXC","6.7""",1080x2400 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), PDAF","12,499",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2021, November 03","Available. Released 2021, December 08",164.4 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),184 g (6.49 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 650 nits (peak)","6.7 inches, 108.4 cm(~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 11, XOS 10",Mediatek Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Celestial Snow, Glacier Green, Graphite Black","X663, X663B",About 100 EUR,,
https://www.gsmarena.com/infinix_note_11_pro-11157.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-11-pro.jpg,Infinix Note 11 Pro,"Released 2021, November 19","209, 8.7mm thickness","Android 11, XOS 10","128GB storage, microSDXC","6.95""",1080x2460 pixels,4/8 GB RAM,5000 mAh Li-Po,"64 MP, f/1.7, (wide), 1/1.72"", 0.8Âµm, PDAF","17,990",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40","2021, October 12","Available. Released 2021, November 19",173.1 x 78.4 x 8.7 mm (6.81 x 3.09 x 0.34 in),209 (7.37 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 120Hz","6.95 inches, 114.7 cm(~84.5% screen-to-body ratio)",1080 x 2460 pixels (~387 ppi density),"Android 11, XOS 10",Mediatek Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM",UFS 2.2,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Mithril Grey, Haze Green, Mist Blue",X697,"AnTuTu:  290797 (v8),  343527 (v9)",,
https://www.gsmarena.com/infinix_hot_11s-11162.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot11s.jpg,Infinix Hot 11s,"Released 2021, September 21","205g, 8.8mm thickness","Android 11, XOS 7.6","64GB/128GB storage, microSDXC","6.78""",1080x2480 pixels,4/6 GB RAM,5000 mAh Li-Po,"50 MP, f/1.6, (wide), PDAF","10,990",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2021, September 17","Available. Released 2021, September 21",168.9 x 77 x 8.8 mm (6.65 x 3.03 x 0.35 in),205 g (7.23 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz, 500 nits (peak)","6.78 inches, 108.6 cm(~83.5% screen-to-body ratio)",1080 x 2480 pixels (~399 ppi density),"Android 11, XOS 7.6",Mediatek Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"Quad-LED flash, HDR, panorama",1440p@30fps,"8 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Polar Black, Green Wave, Purple","X6812, X6812B",,
https://www.gsmarena.com/infinix_hot_11-11161.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot11.jpg,Infinix Hot 11,"Released 2021, September 21","201g, 8.9mm thickness","Android 11, XOS 7.6","64GB/128GB storage, microSDXC","6.6""",1080x2408 pixels,4 GB RAM,5200 mAh Li-Po,"13 MP, f/1.8, (wide), PDAF","9,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2021, September 17","Available. Released 2021, September 21",164.7 x 76.2 x 8.9 mm (6.48 x 3.00 x 0.35 in),201 g (7.09 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 500 nits (peak)","6.6 inches, 104.9 cm(~83.6% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 11, XOS 7.6",Mediatek Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"Quad-LED flash, HDR, panorama",1440p@30fps,"8 MP, f/2.0, (wide)",Dual-LED flash,1440p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5200 mAh, non-removable","Silver Wave, Purple, Emerald Green, Polar Black","X662, X662B, X689F",,
https://www.gsmarena.com/infinix_zero_x_pro-10989.php,https://fdn2.gsmarena.com/vv/bigpic/zero-x-series.jpg,Infinix Zero X Pro,"Released 2021, September 17","193g, 7.8mm thickness","Android 11, XOS 10","128GB/256GB storage, microSDXC","6.67""",1080x2400 pixels,8 GB RAM,4500 mAh Li-Po,"108 MP, f/1.8, (wide), 1/1.52"", 0.7Âµm, PDAF, OIS","21,990",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","2021, September 13","Available. Released 2021, September 17",164.1 x 75.7 x 7.8 mm (6.46 x 2.98 x 0.31 in),193 g (6.81 oz),"Glass front, glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 120Hz, 700 nits (peak)","6.67 inches, 107.4 cm(~86.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 11, XOS 10",Mediatek Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"Quad-LED flash, HDR, panorama","4K@30/60fps, 1080p@30fps","16 MP, (wide), 1/2.76"", 1.12Âµm",Dual-LED flash,"4K@30fps, 1080p@30/60fps","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Nebula Black, Starry Silver, Tuscany Brown","X6810, X6811, X6811B",,"AnTuTu: 313652 (v8), 363939 (v9)"
https://www.gsmarena.com/infinix_zero_x-11097.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-x-.jpg,Infinix Zero X,"Released 2021, September 17","193g, 7.8mm thickness","Android 11, XOS 7.6","128GB storage, microSDXC","6.67""",1080x2400 pixels,8 GB RAM,4500 mAh Li-Po,"64 MP, f/1.9, (wide), PDAF, OIS","16,990",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","2021, September 13","Available. Released 2021, September 17",164.1 x 75.7 x 7.8 mm (6.46 x 2.98 x 0.31 in),193 g (6.81 oz),"Glass front, glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 120Hz, 700 nits (peak)","6.67 inches, 107.4 cm(~86.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 11, XOS 7.6",Mediatek Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),128GB 8GB RAM,UFS 2.2,"Quad-LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, (wide)",Dual-LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",Yes,GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Nebula Black, Starry Silver",About 320 EUR,,
https://www.gsmarena.com/infinix_note_10_pro-10907.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-10-pro-.jpg,Infinix Note 10 Pro,"Released 2021, June 07","209g, 7.8mm thickness","Android 11, XOS 7.6","64GB/128GB/256GB storage, microSDXC","6.95""",1080x2460 pixels,6/8 GB RAM,5000 mAh Li-Po,"64 MP, (wide), 1/1.72"", 0.8Âµm, PDAF","16,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40, 66","2021, May 12","Available. Released 2021, June 07",172.8 x 78.3 x 7.8 mm (6.80 x 3.08 x 0.31 in),209 g (7.37 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz","6.95 inches, 114.7 cm(~84.8% screen-to-body ratio)",1080 x 2460 pixels (~387 ppi density),"Android 11, XOS 7.6",Mediatek Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"Quad-LED flash, HDR, panorama","4K@30fps, 1080p@30fps",16 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Purple, Nordic Secret","X695, X695D",0.61 W/kg (head) Â  Â  0.22 W/kg (body),,
https://www.gsmarena.com/infinix_smart_5_(india)-10735.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot10-play.jpg,Infinix Smart 5,"Released 2021, February 18","207g, 8.9mm thickness","Android 10, XOS 7","32GB storage, microSDXC","6.82""",720x1640 pixels,2 GB RAM,6000 mAh Li-Po,"13 MP, f/1.8, (wide), 1/3.1"", 1.12Âµm, AF","7,780",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2021, February 11","Available. Released 2021, February 18",171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in),207 g (7.30 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 440 nits (typ)","6.82 inches, 110.5 cm(~82.4% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 10 (Go edition), XOS 7",Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,"Quad-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 6000 mAh, non-removable","Aegean Blue, Morandi Green, Obsidian Black, Purple",X688C,0.25 W/kg (head) Â  Â  0.56 W/kg (body),About 80 EUR
https://www.gsmarena.com/infinix_hot_10_play-10699.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot10-play.jpg,Infinix Hot 10 Play,"Released 2021, January 21","207g, 8.9mm thickness","Android 10, XOS 7","32GB/64GB storage, microSDXC","6.82""",720x1640 pixels,2/4 GB RAM,6000 mAh Li-Po,"13 MP, f/1.8, (wide), 1/3.1"", 1.12Âµm, AF","8,950",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2021, January 21","Available. Released 2021, January 21",171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in),207 g (7.30 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 440 nits (typ)","6.82 inches, 110.5 cm(~82.4% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 10 (Go edition), XOS 7",Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM",eMMC 5.1,"Quad-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",LED flash,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable","Aegean Blue, Morandi Green, Obsidian Black, Purple","X688C, X688B",,
https://www.gsmarena.com/infinix_smart_hd_2021-10646.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-hd-2021.jpg,Infinix Smart HD 2021,"Released 2020, December 24","195g, 9.8mm thickness","Android 10, XOS 6.2","32GB storage, microSDXC","6.1""",720x1560 pixels,2 GB RAM,5000 mAh Li-Po,"8 MP, f/2.0","5,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2020, December 16","Available. Released 2020, December 24",158.3 x 75.2 x 9.8 mm (6.23 x 2.96 x 0.39 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 500 nits (typ)","6.1 inches, 91.3 cm(~76.7% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Android 10 (Go edition), XOS 6.2",Mediatek MT6761D Helio A20 (12 nm),Quad-core 1.8 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,"Dual-LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0","Dual-LED flash, HDR",1080p@30fps,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable","Topaz Blue, Obsidian Black, Quartz Green","X612B, X612",0.53 W/kg (head) Â  Â  1.22 W/kg (body),About 70 EUR
https://www.gsmarena.com/infinix_zero_8i-10622.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-8i.jpg,Infinix Zero 8i,"Released 2020, December 09","210.5g, 9.1mm thickness",Android 10,"128GB storage, microSDXC","6.85""",1080x2460 pixels,8 GB RAM,4500 mAh Li-Po,"48 MP, f/1.8, (wide), PDAF","18,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2020, December 03","Available. Released 2020, December 09",168.7 x 76.1 x 9.1 mm (6.64 x 3.00 x 0.36 in),210.5 g (7.44 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz, 480 nits (typ)","6.85 inches, 111.4 cm(~86.8% screen-to-body ratio)",1080 x 2460 pixels (~392 ppi density),Android 10,Mediatek MT6785 Helio G90T (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),128GB 8GB RAM,UFS 2.1,"Quad-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.0, (wide)","Dual-LED flash, HDR","4K@30fps, 1080p@30/60fps","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Silver Diamond, Black Diamond",X687B,0.40 W/kg (head) Â  Â  0.95 W/kg (body),About 170 EUR
https://www.gsmarena.com/infinix_hot_10-10452.php,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot10.jpg,Infinix Hot 10,"Released 2020, October 17","195g, 8.9mm thickness","Android 10, XOS 6.0","64GB/128GB storage, microSDXC","6.78""",720x1640 pixels,3-6 GB RAM,5200 mAh Li-Po,"16 MP, (wide), PDAF","9,999",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40, 41","2020, September 17","Available. Released 2020, October 17",171.1 x 77.6 x 8.9 mm (6.74 x 3.06 x 0.35 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"6.78 inches, 109.2 cm(~82.2% screen-to-body ratio)",720 x 1640 pixels (~264 ppi density),"Android 10, XOS 6.0",Mediatek Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"Quad-LED flash, HDR, panorama",1080p@30fps,"8 MP, (wide)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5200 mAh, non-removable","Obsidian Black, Amber Red, Moonlight Jade, Ocean Wave","X682B, X682C",,,
