Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price,net2g,net3g,net4g,year,status,dimensions,weight,build,sim,bodyother,displaytype,displaysize,displayresolution,displayprotection,displayother,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1features,cam1video,cam2modules,cam2features,cam2video,optionalother,wlan,bluetooth,gps,nfc,radio,usb,sensors,featuresother,batdescription1,colors
https://www.gsmarena.com/samsung_galaxy_a02s-10603.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a02s-sm-a025-new.jpg,Samsung Galaxy A02s,"Released 2021, January 04","196g, 9.1mm thickness","Android 10, up to Android 12, One UI 4.1","16GB/32GB/64GB storage, microSDXC","6.5""",720x1600 pixels,1/4 GB RAM,5000 mAh Li-Po,"13 MP, f/2.2, (wide), AF",179,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2020, November 24","Available. Released 2021, January 04",164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in),196 g (6.91 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.5 inches, 102.0 cm(~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 10, upgradable to Android 12, One UI 4.1",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,LED flash,1080p@30fps,"5 MP, f/2.2",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP","GPS, GLONASS, GALILEO, BDS",No,Unspecified,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 5000 mAh, non-removable","Black, White, Red, Blue","SM-A025F, SM-A025F/DS, SM-A025G, SM-A025G/DS, SM-A025M, SM-A025M/DS, SM-A025U, SM-A025V, SM-A025A, SM-A025U1, SM-A025AZ, SM-S124DL",0.40 W/kg (head)     1.37 W/kg (body),
https://www.gsmarena.com/samsung_galaxy_m21s-10580.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m21s.jpg,Samsung Galaxy M21s,"Released 2020, November 06","191g, 8.9mm thickness","Android 10, One UI 2.5","64GB storage, microSDXC","6.4""",1080x2340 pixels,4 GB RAM,6000 mAh Li-Po,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF",230,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 38, 40, 41, 66","2020, November 06","Available. Released 2020, November 06",159.2 x 75.1 x 8.9 mm (6.27 x 2.96 x 0.35 in),191 g (6.74 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED, 420 nits (peak)","6.4 inches, 100.5 cm(~84.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass 3,,"Android 10, One UI 2.5",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 6000 mAh, non-removable","Blue, Black","SM-F415F, SM-F415F/DS",0.38 W/kg (head)
https://www.gsmarena.com/samsung_galaxy_m31_prime-10496.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m31-sm-m315f.jpg,Samsung Galaxy M31 Prime,"Released 2020, October 17","191g, 8.9mm thickness","Android 10, One UI 2.0","128GB storage, microSDXC","6.4""",1080x2340 pixels,6 GB RAM,6000 mAh Li-Po,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF",190,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 38, 40, 41, 66","2020, October 14","Available. Released 2020, October 17",159.2 x 75.1 x 8.9 mm (6.27 x 2.96 x 0.35 in),191 g (6.74 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED, 420 nits (peak)","6.4 inches, 100.5 cm(~84.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass 3,,"Android 10, One UI 2.0",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),128GB 6GB RAM,UFS 2.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,"4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Po 6000 mAh, non-removable","Ocean Blue, Space Black, Iceberg Blue",SM-M315F/DS
https://www.gsmarena.com/samsung_galaxy_f41-10498.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-f41-sm-f415fds.jpg,Samsung Galaxy F41,"Released 2020, October 16","191g, 8.9mm thickness","Android 10, up to Android 11, One UI 3.1","64GB/128GB storage, microSDXC","6.4""",1080x2340 pixels,6 GB RAM,6000 mAh Li-Po,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF",196,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 40, 41","2020, October 08","Available. Released 2020, October 16",159.2 x 75.1 x 8.9 mm (6.27 x 2.96 x 0.35 in),191 g (6.74 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED, 420 nits (peak)","6.4 inches, 100.5 cm(~84.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,,"Android 10, upgradable to Android 11, One UI 3.1",Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM",UFS 2.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Po 6000 mAh, non-removable","Fusion Black, Fusion Blue, Fusion Green","SM-F415F/DS, SM-F415F"
https://www.gsmarena.com/samsung_galaxy_tab_active3-10476.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-active3.jpg,Samsung Galaxy Tab Active3,"Released 2020, September 28","426g, 9.9mm thickness","Android 10, up to Android 12, One UI 4.1","64GB/128GB storage, microSDXC","8.0""",1200x1920 pixels,4 GB RAM,5050 mAh Li-Ion,"13 MP, f/1.9, (wide), AF",600,GSM 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40, 41, 66","2020, September 28","Available. Released 2020, September 28",213.8 x 126.8 x 9.9 mm (8.42 x 4.99 x 0.39 in),426 g (Wi-Fi) / 429 g (LTE) (15.03 oz),,Nano-SIM,Stylus,PLS LCD,"8.0 inches, 185.6 cm(~68.5% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,,"Android 10, upgradable to Android 12, One UI 4.1",Exynos 9810 (10 nm),Octa-core (4x2.7 GHz Mongoose M3 & 4x1.7 GHz Cortex-A55),Mali-G72 MP18,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","5 MP, f/2.2",,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (EMV Level 1 certification),No,"USB Type-C 3.1, magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Samsung DeX (desktop experience support),"Li-Ion 5050 mAh, removable",Black,SM-T575,1.09 W/kg (head)     1.39 W/kg (body)
https://www.gsmarena.com/samsung_galaxy_s20_fe_5g-10377.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-fe-5g.jpg,Samsung Galaxy S20 FE 5G,"Released 2020, October 02","190g, 8.4mm thickness","Android 10, up to Android 13, One UI 5.1","128GB/256GB storage, microSDXC","6.5""",1080x2400 pixels,6/8 GB RAM,4500 mAh Li-Ion,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",332,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 66, 71 - USA","2020, September 23","Available. Released 2020, October 02",159.8 x 74.5 x 8.4 mm (6.29 x 2.93 x 0.33 in),190 g (6.70 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED, 120Hz, HDR10+","6.5 inches, 101.0 cm(~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~407 ppi density)",Corning Gorilla Glass 3,Always-on display,"Android 10, upgradable to Android 13, One UI 5.1",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.74"", 0.8µm",HDR,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",Yes,No,"USB Type-C 3.2, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Ion 4500 mAh, non-removable","Cloud Lavender, Cloud Mint, Cloud Navy, Cloud White, Cloud Red, Cloud Orange"
https://www.gsmarena.com/samsung_galaxy_s20_fe-10428.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s20-fe-4g.jpg,Samsung Galaxy S20 FE,"Released 2020, October 02","190g, 8.4mm thickness","Android 10, up to Android 13, One UI 5.1","128GB/256GB storage, microSDXC","6.5""",1080x2400 pixels,6/8 GB RAM,4500 mAh Li-Ion,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",389,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 32, 38, 40, 41, 66 - International","2020, September 23","Available. Released 2020, October 02",159.8 x 74.5 x 8.4 mm (6.29 x 2.93 x 0.33 in),190 g (6.70 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED, 120Hz, HDR10+","6.5 inches, 101.0 cm(~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~407 ppi density)",Corning Gorilla Glass 3,Always-on display,"Android 10, upgradable to Android 13, One UI 5.1",Exynos 990 (7 nm+) - Version 1Qualcomm SM8250 Snapdragon 865 5G (7 nm+) - Version 2,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - Version 1Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - Version 2,Mali-G77 MP11 - Version 1Adreno 650 - Version 2,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",UFS 3.1,"LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.74"", 0.8µm",HDR,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",Yes,No,"USB Type-C 3.2, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Ion 4500 mAh, non-removable","Cloud Lavender, Cloud Mint, Cloud Navy, Cloud White, Cloud Red, Cloud Orange"
https://www.gsmarena.com/samsung_galaxy_a42_5g-10412.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a42-5g.jpg,Samsung Galaxy A42 5G,"Released 2020, November 11","193g, 8.6mm thickness","Android 10, up to Android 13, One UI 5","128GB storage, microSDXC","6.6""",720x1600 pixels,4/8 GB RAM,5000 mAh Li-Po,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF",231,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41 - Europe","2020, September 02","Available. Released 2020, November 11",164.4 x 75.9 x 8.6 mm (6.47 x 2.99 x 0.34 in),193 g (6.81 oz),,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,Super AMOLED,"6.6 inches, 105.2 cm(~84.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,,"Android 10, upgradable to Android 13, One UI 5",Qualcomm SM7225 Snapdragon 750 5G (8 nm),Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),Adreno 619,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@480fps","20 MP, f/2.2, (wide)",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Prism Dot Black, Prism Dot White, Prism Dot Gray","SM-A426B, SM-A426B/DS, SM-A4260, SM-A426U, SM-A426U1, SM-A426N",1.15 W/kg (head)     1.33 W/kg (body)
https://www.gsmarena.com/samsung_galaxy_tab_a7_10_4_(2020)-10411.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a7-104-2020.jpg,Samsung Galaxy Tab A7 10.4 (2020),"Released 2020, September 11","476g, 7mm thickness","Android 10, up to Android 12, One UI 4","32GB/64GB storage, microSDXC","10.4""",1200x2000 pixels,3/4 GB RAM,7040 mAh Li-Po,"8 MP, AF",240,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40, 41, 66","2020, September 02","Available. Released 2020, September 11",247.6 x 157.4 x 7 mm (9.75 x 6.20 x 0.28 in),"476 g (Wi-Fi), 477 g (LTE) (1.05 lb)",,Nano-SIM,,TFT LCD,"10.4 inches, 307.9 cm(~79.0% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)",,,"Android 10, upgradable to Android 12, One UI 4",Qualcomm SM6115 Snapdragon 662 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC,"32GB 3GB RAM, 32GB 4GB RAM, 64GB 3GB RAM",eMMC 5.1,1080p@30fps,5 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",No,No,USB Type-C 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 7040 mAh, non-removable","Dark Gray, Silver, Gold","SM-T500, SM-T505, SM-T505N",1.01 W/kg (body),About 240 EUR,
https://www.gsmarena.com/samsung_galaxy_m51-10148.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m51.jpg,Samsung Galaxy M51,"Released 2020, September 11","213g, 9.5mm thickness","Android 10, up to Android 12, One UI 4.1","128GB storage, microSDXC","6.7""",1080x2400 pixels,6/8 GB RAM,7000 mAh Li-Po,"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF",470,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","2020, August 31","Available. Released 2020, September 11",163.9 x 76.3 x 9.5 mm (6.45 x 3.00 x 0.37 in),213 g (7.51 oz),"Glass front (Gorilla Glass 3+), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,Super AMOLED Plus,"6.7 inches, 108.4 cm(~86.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3+,"Android 10, upgradable to Android 12, One UI 4.1",,Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,"4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,"FM radio, RDS","USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 7000 mAh, non-removable","Celestial Black, Electric Blue, White","SM-M515F, SM-M515F/DSN",1.38 W/kg (head)
https://www.gsmarena.com/samsung_galaxy_a51_5g_uw-10371.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a51-5g-uw.jpg,Samsung Galaxy A51 5G UW,"Released 2020, August 14","188.8g, 8.6mm thickness","Android 10, One UI 2","128GB storage, microSDXC","6.5""",1080x2400 pixels,6 GB RAM,4500 mAh Li-Po,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF",470,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"2, 4, 5, 13, 66","2020, August 14","Available. Released 2020, August 14",158.8 x 73.4 x 8.6 mm (6.25 x 2.89 x 0.34 in),188.8 g (6.67 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame",Pre-installed Nano-SIM,,Super AMOLED,"6.5 inches, 102.0 cm(~87.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 3,"Android 10, One UI 2",,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,microSDXC (uses shared SIM slot),128GB 6GB RAM,UFS 2.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30/120fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm",HDR,"4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,"FM radio, RDS, recording","USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 4500 mAh, non-removable",Prism Bricks Blue,SM-A516V
https://www.gsmarena.com/samsung_galaxy_z_fold2_5g-10342.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-fold2-5g.jpg,Samsung Galaxy Z Fold2 5G,"Released 2020, September 18","282g, 6.9mm thickness","Android 10, up to Android 13, One UI 5","256GB/512GB storage, no card slot","7.6""",1768x2208 pixels,12 GB RAM,4500 mAh Li-Po,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",960,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - SM-F916B,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41, 66 - SM-F916B","2020, August 05","Available. Released 2020, September 18",Unfolded: 159.2 x 128.2 x 6.9 mmFolded: 159.2 x 68 x 13.8-16.8 mm,282 g (9.95 oz),"Glass front (folded), plastic front (unfolded), glass back, aluminum frame",Nano-SIM and eSIM,,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+","7.6 inches, 180.8 cm(~88.6% screen-to-body ratio)",1768 x 2208 pixels (~373 ppi density),Cover display:,"Android 10, up to Android 13, One UI 5",,Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),Octa-core (1x3.09 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,"LED flash, HDR, panorama","4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS",Yes,No,USB Type-C 3.2,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Bixby natural language commands and dictation,"Li-Po 4500 mAh, non-removable","Mystic Bronze, Mystic Black, Thom Browne Edition, Aston Martin Racing Edition"
https://www.gsmarena.com/samsung_galaxy_note20_ultra_5g-10261.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-ultra-.jpg,Samsung Galaxy Note20 Ultra 5G,"Released 2020, August 21","208g, 8.1mm thickness","Android 10, up to Android 13, One UI 5","128GB/256GB/512GB storage, microSDXC","6.9""",1440x3088 pixels,8/12 GB RAM,4500 mAh Li-Ion,"108 MP, f/1.8, 26mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS",829,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - SM-N986U","2020, August 05","Available. Released 2020, August 21",164.8 x 77.2 x 8.1 mm (6.49 x 3.04 x 0.32 in),208 g (7.34 oz),"Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), stainless steel frame","Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Dynamic AMOLED 2X, 120Hz, HDR10+","6.9 inches, 116.7 cm(~91.7% screen-to-body ratio)",1440 x 3088 pixels (~496 ppi density),Corning Gorilla Glass Victus,Always-on display,"Android 10, upgradable to Android 13, One UI 5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,microSDXC (uses shared SIM slot),"128GB 12GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.0,"LED flash, auto-HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","Dual video call, Auto-HDR","4K@30/60fps, 1080p@30fps",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio (Snapdragon model only; market/operator dependent),"USB Type-C 3.2, OTG","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",Samsung Wireless DeX (desktop experience support),"Li-Ion 4500 mAh, non-removable","Mystic Bronze, Mystic Black, Mystic White"
